200,0.008,0.853,0.051,0.038,0.19
200,0.013,0.787,0.052,0.071,0.17
200,0.02,0.585,0.041,0.023,0.14
200,0.032,0.49,0.038,0.026,0.11
200,0.05,0.46,0.039,0.029,0.09
200,0.08,0.372,0.032,0.039,0.06
200,0.13,0.35,0.037,0.032,0.04
200,0.2,0.301,0.045,0.036,0.03
250,0.005,1.185,0.106,0.06,0.2
250,0.008,1,0.062,0.054,0.18
250,0.013,0.826,0.055,0.047,0.16
250,0.02,0.73,0.051,0.072,0.14
250,0.032,0.59,0.044,0.067,0.11
250,0.05,0.584,0.043,0.06,0.09
250,0.08,0.408,0.033,0.037,0.06
250,0.13,0.312,0.029,0.051,0.04
250,0.2,0.231,0.031,0.056,0.03
350,0.008,0.997,0.082,0.049,0.17
350,0.013,0.825,0.066,0.043,0.15
350,0.02,0.581,0.052,0.042,0.13
350,0.032,0.608,0.054,0.056,0.1
350,0.05,0.57,0.052,0.061,0.08
350,0.08,0.447,0.043,0.038,0.06
350,0.13,0.356,0.036,0.057,0.04
350,0.2,0.256,0.036,0.055,0.03
350,0.32,0.28,0.051,0.061,0.02
500,0.013,0.904,0.083,0.05,0.14
500,0.02,0.725,0.065,0.046,0.12
500,0.032,0.546,0.059,0.034,0.1
500,0.05,0.433,0.051,0.035,0.08
500,0.08,0.397,0.047,0.032,0.06
500,0.13,0.276,0.036,0.03,0.04
500,0.2,0.228,0.035,0.027,0.03
650,0.013,0.881,0.12,0.076,0.14
650,0.02,0.727,0.081,0.061,0.12
650,0.032,0.545,0.068,0.047,0.09
650,0.05,0.483,0.062,0.045,0.07
650,0.08,0.422,0.059,0.031,0.05
650,0.13,0.369,0.05,0.03,0.04
650,0.2,0.262,0.044,0.042,0.03
650,0.32,0.222,0.055,0.074,0.02
800,0.02,0.686,0.098,0.083,0.11
800,0.032,0.676,0.085,0.082,0.09
800,0.05,0.533,0.075,0.067,0.07
800,0.08,0.428,0.075,0.057,0.05
800,0.13,0.49,0.075,0.066,0.04
800,0.2,0.312,0.057,0.073,0.03
800,0.32,0.258,0.065,0.09,0.02
1200,0.032,0.668,0.109,0.091,0.09
1200,0.05,0.412,0.078,0.064,0.07
1200,0.08,0.502,0.089,0.069,0.05
1200,0.13,0.436,0.084,0.066,0.03
1200,0.2,0.26,0.057,0.048,0.02
1200,0.32,0.201,0.056,0.064,0.01
2000,0.05,0.634,0.087,0.046,0.06
2000,0.08,0.395,0.06,0.035,0.05
2000,0.13,0.237,0.048,0.026,0.03
2000,0.2,0.199,0.041,0.017,0.02
2000,0.32,0.193,0.043,0.045,0.01
5000,0.13,0.453,0.121,0.056,0.03
5000,0.2,0.229,0.087,0.03,0.02
5000,0.32,0.283,0.085,0.064,0.01
