# Q2,x,F2,stat.,syst.
1.925,0.8335,0.01422,0.0008458,0.002034
1.925,0.8425,0.01404,0.0007248,0.002551
1.925,0.8515,0.01061,0.0005823,0.002234
1.925,0.8605,0.006514,0.0003766,0.0002458
1.925,0.8695,0.002506,0.0001234,0.0001125
1.975,0.3295,0.2964,0.002128,0.02305
1.975,0.3385,0.2892,0.002187,0.02121
1.975,0.3475,0.2777,0.002274,0.0193
1.975,0.3565,0.2687,0.002338,0.01771
1.975,0.3655,0.2651,0.002432,0.01681
1.975,0.3745,0.2675,0.002526,0.01645
1.975,0.3835,0.2528,0.002532,0.01518
1.975,0.3925,0.2624,0.00275,0.0157
1.975,0.4015,0.2489,0.00285,0.01351
1.975,0.4105,0.2531,0.003007,0.01298
1.975,0.4195,0.2484,0.003158,0.01202
1.975,0.4285,0.2365,0.003286,0.01154
1.975,0.4375,0.2266,0.003289,0.0103
1.975,0.4465,0.2154,0.0033,0.009429
1.975,0.4555,0.2091,0.00331,0.008915
1.975,0.4645,0.2045,0.003424,0.00954
1.975,0.4735,0.2221,0.00363,0.01298
1.975,0.4825,0.2399,0.003915,0.01288
1.975,0.4915,0.2572,0.004362,0.01055
1.975,0.5005,0.233,0.004241,0.0101
1.975,0.5095,0.2059,0.003938,0.01054
1.975,0.5185,0.1813,0.003698,0.008059
1.975,0.5275,0.1614,0.003375,0.006124
1.975,0.5365,0.1457,0.003218,0.005067
1.975,0.5455,0.1522,0.003254,0.006462
1.975,0.5545,0.1555,0.003358,0.007187
1.975,0.5635,0.1684,0.003606,0.009701
1.975,0.5725,0.1746,0.003774,0.0119
1.975,0.5815,0.1864,0.004093,0.008956
1.975,0.5905,0.1888,0.004228,0.0095
1.975,0.5995,0.1486,0.003681,0.01154
1.975,0.6085,0.1328,0.003517,0.008833
1.975,0.6175,0.1128,0.003201,0.005843
1.975,0.6265,0.1013,0.003077,0.004187
1.975,0.6355,0.09799,0.00305,0.003482
1.975,0.6445,0.09674,0.003103,0.003113
1.975,0.6535,0.08604,0.002994,0.002654
1.975,0.6625,0.08937,0.003011,0.002623
1.975,0.6715,0.08253,0.002886,0.002412
1.975,0.6805,0.07985,0.002871,0.003117
1.975,0.6895,0.082,0.002912,0.002536
1.975,0.6985,0.07973,0.002843,0.003549
1.975,0.7075,0.0797,0.002081,0.00712
1.975,0.7165,0.07915,0.002001,0.007141
1.975,0.7255,0.08245,0.002082,0.007203
1.975,0.7345,0.08096,0.002079,0.00702
1.975,0.7435,0.09326,0.002365,0.008137
1.975,0.7525,0.09672,0.002466,0.008714
1.975,0.7615,0.0894,0.002172,0.007441
1.975,0.7705,0.08502,0.002052,0.008358
1.975,0.7795,0.07504,0.001879,0.009866
1.975,0.7885,0.05656,0.001509,0.007931
1.975,0.7975,0.04333,0.001347,0.005637
1.975,0.8065,0.03434,0.001178,0.004303
1.975,0.8155,0.02614,0.001002,0.003633
1.975,0.8245,0.02337,0.0009296,0.002809
1.975,0.8335,0.01852,0.0008142,0.002458
1.975,0.8425,0.01208,0.0006262,0.002037
1.975,0.8515,0.008903,0.000494,0.00166
1.975,0.8605,0.00663,0.0003793,0.0007012
1.975,0.8695,0.00325,0.0002017,0.0001277
2.025,0.3385,0.2845,0.002156,0.02235
2.025,0.3475,0.2825,0.002221,0.02091
2.025,0.3565,0.2732,0.002286,0.01931
2.025,0.3655,0.2701,0.002374,0.01813
2.025,0.3745,0.2622,0.002476,0.01687
2.025,0.3835,0.2574,0.002537,0.01612
2.025,0.3925,0.2537,0.002624,0.01562
2.025,0.4015,0.2524,0.002696,0.01508
2.025,0.4105,0.2453,0.00278,0.01363
2.025,0.4195,0.2399,0.002908,0.01226
2.025,0.4285,0.2359,0.002979,0.01163
2.025,0.4375,0.2249,0.003031,0.01092
2.025,0.4465,0.2234,0.003264,0.01038
2.025,0.4555,0.2101,0.003301,0.009589
2.025,0.4645,0.2046,0.003274,0.009401
2.025,0.4735,0.2027,0.003342,0.01022
2.025,0.4825,0.2221,0.003677,0.01387
2.025,0.4915,0.2315,0.003931,0.01173
2.025,0.5005,0.2361,0.004086,0.009537
2.025,0.5095,0.2226,0.003982,0.01043
2.025,0.5185,0.2045,0.003841,0.01072
2.025,0.5275,0.1691,0.003544,0.007407
2.025,0.5365,0.1644,0.003676,0.006321
2.025,0.5455,0.1477,0.003459,0.005431
2.025,0.5545,0.1458,0.003491,0.006633
2.025,0.5635,0.1437,0.003502,0.007061
2.025,0.5725,0.1662,0.003729,0.0104
2.025,0.5815,0.1756,0.003959,0.01167
2.025,0.5905,0.1959,0.004258,0.007256
2.025,0.5995,0.1701,0.003853,0.01118
2.025,0.6085,0.1387,0.003425,0.01067
2.025,0.6175,0.1253,0.003258,0.007808
2.025,0.6265,0.1086,0.003086,0.005284
2.025,0.6355,0.09597,0.002992,0.003857
2.025,0.6445,0.09496,0.003068,0.003429
2.025,0.6535,0.08263,0.002896,0.002714
2.025,0.6625,0.07808,0.002842,0.002444
2.025,0.6715,0.08167,0.002995,0.002503
2.025,0.6805,0.0755,0.002827,0.002701
2.025,0.6895,0.08074,0.003017,0.002486
2.025,0.6985,0.07605,0.002916,0.002728
2.025,0.7075,0.07859,0.002988,0.003935
2.025,0.7165,0.07629,0.002936,0.003997
2.025,0.7255,0.07866,0.00301,0.004382
2.025,0.7345,0.08296,0.0032,0.00467
2.025,0.7435,0.09573,0.003451,0.00562
2.025,0.7525,0.09213,0.002341,0.008521
2.025,0.7615,0.09232,0.002447,0.007123
2.025,0.7705,0.08878,0.002444,0.006837
2.025,0.7795,0.07776,0.002293,0.008585
2.025,0.7885,0.05999,0.001877,0.008677
2.025,0.7975,0.04859,0.001487,0.007578
2.025,0.8065,0.03811,0.001236,0.005554
2.025,0.8155,0.0272,0.0009939,0.004152
2.025,0.8245,0.02101,0.0008691,0.003054
2.025,0.8335,0.01659,0.0007877,0.002373
2.025,0.8425,0.01444,0.0006828,0.002339
2.025,0.8515,0.00961,0.0005188,0.0017
2.025,0.8605,0.00844,0.000443,0.001883
2.025,0.8695,0.003934,0.0002349,0.0001705
2.075,0.3475,0.2835,0.002226,0.02246
2.075,0.3565,0.2784,0.002271,0.02094
2.075,0.3655,0.2653,0.002305,0.01893
2.075,0.3745,0.2611,0.002357,0.01784
2.075,0.3835,0.2557,0.002495,0.01674
2.075,0.3925,0.2534,0.002589,0.0162
2.075,0.4015,0.2419,0.002596,0.01546
2.075,0.4105,0.2451,0.002682,0.01428
2.075,0.4195,0.2385,0.002703,0.01349
2.075,0.4285,0.2375,0.002846,0.0129
2.075,0.4375,0.2233,0.0029,0.01138
2.075,0.4465,0.2139,0.002902,0.01041
2.075,0.4555,0.2056,0.002956,0.009748
2.075,0.4645,0.2091,0.003159,0.009775
2.075,0.4735,0.1996,0.003202,0.009538
2.075,0.4825,0.2061,0.003453,0.01148
2.075,0.4915,0.2231,0.003745,0.01288
2.075,0.5005,0.2259,0.003945,0.01068
2.075,0.5095,0.213,0.00389,0.00892
2.075,0.5185,0.2015,0.003865,0.0105
2.075,0.5275,0.1779,0.003494,0.00902
2.075,0.5365,0.1594,0.003443,0.006816
2.075,0.5455,0.1556,0.003466,0.006055
2.075,0.5545,0.1352,0.003287,0.005314
2.075,0.5635,0.1377,0.003356,0.006591
2.075,0.5725,0.1612,0.00383,0.008702
2.075,0.5815,0.1642,0.003984,0.01102
2.075,0.5905,0.1772,0.004291,0.01062
2.075,0.5995,0.1787,0.004434,0.006661
2.075,0.6085,0.1495,0.003914,0.01137
2.075,0.6175,0.1214,0.00341,0.008778
2.075,0.6265,0.1097,0.00315,0.006284
2.075,0.6355,0.09595,0.002856,0.00435
2.075,0.6445,0.08701,0.002858,0.003394
2.075,0.6535,0.08038,0.002686,0.002878
2.075,0.6625,0.0844,0.002787,0.002823
2.075,0.6715,0.08409,0.002861,0.002731
2.075,0.6805,0.07994,0.002896,0.002588
2.075,0.6895,0.07636,0.002899,0.003362
2.075,0.6985,0.07177,0.002788,0.002347
2.075,0.7075,0.07585,0.002934,0.003253
2.075,0.7165,0.07995,0.003034,0.004156
2.075,0.7255,0.07607,0.003118,0.004103
2.075,0.7345,0.07447,0.003053,0.004107
2.075,0.7435,0.0876,0.003426,0.00494
2.075,0.7525,0.08916,0.003545,0.005191
2.075,0.7615,0.08844,0.003672,0.004358
2.075,0.7705,0.08961,0.003781,0.003293
2.075,0.7795,0.09477,0.003924,0.006632
2.075,0.7885,0.06821,0.002082,0.009231
2.075,0.7975,0.05329,0.001784,0.008462
2.075,0.8065,0.04075,0.001486,0.006225
2.075,0.8155,0.02873,0.001256,0.004393
2.075,0.8245,0.02373,0.00108,0.003578
2.075,0.8335,0.01875,0.0008564,0.002644
2.075,0.8425,0.01317,0.0006867,0.002035
2.075,0.8515,0.01139,0.0005958,0.002053
2.075,0.8605,0.008229,0.0004595,0.001758
2.075,0.8695,0.005205,0.0003266,0.0002279
2.075,0.8785,0.002067,0.0001242,0.00008325
2.125,0.3565,0.2746,0.00228,0.02208
2.125,0.3655,0.2624,0.002268,0.01976
2.125,0.3745,0.2607,0.002328,0.01888
2.125,0.3835,0.2539,0.002386,0.01765
2.125,0.3925,0.2471,0.002431,0.01651
2.125,0.4015,0.2408,0.002524,0.01573
2.125,0.4105,0.2355,0.002625,0.01532
2.125,0.4195,0.2312,0.00265,0.0137
2.125,0.4285,0.2285,0.002705,0.01306
2.125,0.4375,0.2285,0.002773,0.0122
2.125,0.4465,0.2214,0.002822,0.01162
2.125,0.4555,0.2093,0.002859,0.01043
2.125,0.4645,0.2055,0.00298,0.01002
2.125,0.4735,0.1873,0.002903,0.008828
2.125,0.4825,0.195,0.00306,0.009919
2.125,0.4915,0.2045,0.003293,0.01253
2.125,0.5005,0.2223,0.003687,0.01266
2.125,0.5095,0.2275,0.00399,0.0103
2.125,0.5185,0.2166,0.003988,0.01009
2.125,0.5275,0.1843,0.003659,0.01016
2.125,0.5365,0.1647,0.003444,0.007824
2.125,0.5455,0.1469,0.003282,0.006171
2.125,0.5545,0.1373,0.003265,0.005379
2.125,0.5635,0.1371,0.003338,0.006339
2.125,0.5725,0.1452,0.003489,0.00715
2.125,0.5815,0.1451,0.003579,0.008621
2.125,0.5905,0.1745,0.004184,0.01213
2.125,0.5995,0.1871,0.004478,0.009191
2.125,0.6085,0.1725,0.004419,0.009665
2.125,0.6175,0.1427,0.003924,0.0114
2.125,0.6265,0.1233,0.003776,0.008285
2.125,0.6355,0.1041,0.00335,0.005507
2.125,0.6445,0.09251,0.0032,0.003983
2.125,0.6535,0.0854,0.003033,0.003261
2.125,0.6625,0.08715,0.003043,0.003091
2.125,0.6715,0.08358,0.002937,0.002852
2.125,0.6805,0.08273,0.002928,0.002775
2.125,0.6895,0.0781,0.002849,0.002815
2.125,0.6985,0.07733,0.002839,0.00281
2.125,0.7075,0.07169,0.002787,0.002433
2.125,0.7165,0.0759,0.002851,0.003745
2.125,0.7255,0.07006,0.002772,0.003779
2.125,0.7345,0.07582,0.003097,0.004117
2.125,0.7435,0.08112,0.003224,0.004409
2.125,0.7525,0.08023,0.003262,0.004652
2.125,0.7615,0.09823,0.003883,0.005431
2.125,0.7705,0.08522,0.003867,0.003807
2.125,0.7795,0.08122,0.004692,0.00423
2.125,0.7885,0.07532,0.003559,0.007742
2.125,0.7975,0.05588,0.002835,0.008732
2.125,0.8065,0.04921,0.001878,0.008136
2.125,0.8155,0.03601,0.00146,0.005535
2.125,0.8245,0.02607,0.001139,0.004143
2.125,0.8335,0.01951,0.001011,0.002753
2.125,0.8425,0.01595,0.0008534,0.002448
2.125,0.8515,0.01155,0.000675,0.002076
2.125,0.8605,0.008105,0.0005153,0.001671
2.125,0.8695,0.005237,0.0003706,0.0004734
2.125,0.8785,0.002361,0.0001673,0.00008863
2.175,0.3475,0.2833,0.002944,0.02337
2.175,0.3565,0.2879,0.002371,0.02542
2.175,0.3655,0.2779,0.002365,0.02247
2.175,0.3745,0.2649,0.002369,0.02021
2.175,0.3835,0.2573,0.002395,0.01888
2.175,0.3925,0.2509,0.002432,0.01776
2.175,0.4015,0.2434,0.002459,0.01666
2.175,0.4105,0.2344,0.002493,0.01576
2.175,0.4195,0.2321,0.002641,0.01503
2.175,0.4285,0.2271,0.002684,0.01364
2.175,0.4375,0.2211,0.002729,0.01246
2.175,0.4465,0.2215,0.002802,0.01192
2.175,0.4555,0.2078,0.002749,0.01114
2.175,0.4645,0.2015,0.002753,0.01038
2.175,0.4735,0.1969,0.002833,0.00986
2.175,0.4825,0.1902,0.00291,0.009468
2.175,0.4915,0.2026,0.003194,0.01099
2.175,0.5005,0.2033,0.003326,0.0133
2.175,0.5095,0.2209,0.003615,0.01196
2.175,0.5185,0.2222,0.003706,0.01003
2.175,0.5275,0.1959,0.003639,0.01027
2.175,0.5365,0.1827,0.003622,0.01023
2.175,0.5455,0.1618,0.00351,0.007529
2.175,0.5545,0.1327,0.003163,0.00564
2.175,0.5635,0.1285,0.003139,0.005126
2.175,0.5725,0.131,0.00326,0.006339
2.175,0.5815,0.1387,0.003409,0.007226
2.175,0.5905,0.1497,0.003713,0.009742
2.175,0.5995,0.1654,0.004078,0.01104
2.175,0.6085,0.1858,0.004473,0.007234
2.175,0.6175,0.162,0.004135,0.01177
2.175,0.6265,0.132,0.00363,0.01023
2.175,0.6355,0.1132,0.00338,0.007071
2.175,0.6445,0.09594,0.003107,0.004764
2.175,0.6535,0.08795,0.003098,0.003662
2.175,0.6625,0.08384,0.00305,0.003153
2.175,0.6715,0.0824,0.003143,0.002918
2.175,0.6805,0.07403,0.003004,0.002526
2.175,0.6895,0.07322,0.003,0.002463
2.175,0.6985,0.07256,0.003025,0.003394
2.175,0.7075,0.06817,0.002844,0.002314
2.175,0.7165,0.06402,0.002722,0.002704
2.175,0.7255,0.06782,0.002809,0.003527
2.175,0.7345,0.06878,0.002823,0.003671
2.175,0.7435,0.06571,0.002725,0.00348
2.175,0.7525,0.07541,0.002985,0.004227
2.175,0.7615,0.07586,0.004093,0.004337
2.175,0.7705,0.08966,0.004781,0.004296
2.175,0.7795,0.08644,0.003585,0.003562
2.175,0.7885,0.08231,0.004625,0.006295
2.175,0.7975,0.05898,0.00293,0.008021
2.175,0.8065,0.05186,0.002719,0.009016
2.175,0.8155,0.03588,0.002252,0.005634
2.175,0.8245,0.02884,0.001928,0.004814
2.175,0.8335,0.02487,0.001726,0.00372
2.175,0.8425,0.01994,0.001566,0.002987
2.175,0.8515,0.01617,0.0009294,0.002845
2.175,0.8605,0.00915,0.0006172,0.001797
2.175,0.8695,0.005537,0.0004127,0.001363
2.175,0.8785,0.00289,0.0002225,0.0001185
2.225,0.3655,0.2744,0.002378,0.02386
2.225,0.3745,0.266,0.002413,0.02168
2.225,0.3835,0.2533,0.002389,0.01968
2.225,0.3925,0.2547,0.002448,0.01887
2.225,0.4015,0.2461,0.002472,0.01771
2.225,0.4105,0.2359,0.002504,0.01653
2.225,0.4195,0.2314,0.002515,0.01595
2.225,0.4285,0.2261,0.002583,0.01452
2.225,0.4375,0.2262,0.002694,0.014
2.225,0.4465,0.2176,0.002754,0.01261
2.225,0.4555,0.2092,0.002767,0.01164
2.225,0.4645,0.2013,0.002749,0.01077
2.225,0.4735,0.1941,0.002762,0.01017
2.225,0.4825,0.1878,0.002739,0.009738
2.225,0.4915,0.1907,0.002838,0.01001
2.225,0.5005,0.1994,0.003052,0.01191
2.225,0.5095,0.2054,0.003291,0.01245
2.225,0.5185,0.2136,0.00352,0.0107
2.225,0.5275,0.2061,0.003541,0.009763
2.225,0.5365,0.185,0.003383,0.01062
2.225,0.5455,0.1617,0.003151,0.008627
2.225,0.5545,0.149,0.003288,0.006894
2.225,0.5635,0.139,0.003213,0.005961
2.225,0.5725,0.1263,0.003155,0.005525
2.225,0.5815,0.1299,0.003294,0.006482
2.225,0.5905,0.1381,0.003517,0.007903
2.225,0.5995,0.1568,0.003761,0.01084
2.225,0.6085,0.1699,0.004156,0.009725
2.225,0.6175,0.1642,0.004231,0.007751
2.225,0.6265,0.1374,0.003642,0.01109
2.225,0.6355,0.1091,0.003339,0.007809
2.225,0.6445,0.09453,0.003017,0.005417
2.225,0.6535,0.08452,0.002939,0.003975
2.225,0.6625,0.0843,0.003025,0.003523
2.225,0.6715,0.07471,0.00288,0.002863
2.225,0.6805,0.08077,0.003157,0.002955
2.225,0.6895,0.0749,0.003039,0.002672
2.225,0.6985,0.07047,0.002852,0.002576
2.225,0.7075,0.07707,0.003115,0.003164
2.225,0.7165,0.07388,0.003075,0.002579
2.225,0.7255,0.06678,0.002903,0.003229
2.225,0.7345,0.07233,0.00327,0.003783
2.225,0.7435,0.0714,0.003337,0.003682
2.225,0.7525,0.07184,0.00327,0.003791
2.225,0.7615,0.07781,0.003333,0.004528
2.225,0.7705,0.08569,0.003651,0.004674
2.225,0.7795,0.0808,0.004784,0.003489
2.225,0.7885,0.08087,0.004955,0.004301
2.225,0.7975,0.06154,0.002976,0.006933
2.225,0.8065,0.04877,0.00257,0.008006
2.225,0.8155,0.0342,0.002025,0.005701
2.225,0.8245,0.02724,0.001689,0.004266
2.225,0.8335,0.02217,0.001571,0.003525
2.225,0.8425,0.01824,0.001371,0.002655
2.225,0.8515,0.01284,0.001114,0.002217
2.225,0.8605,0.009892,0.001039,0.002121
2.225,0.8695,0.00926,0.0008117,0.002489
2.225,0.8785,0.004108,0.0005103,0.00009951
2.225,0.8875,0.001201,0.0001558,0.00002764
2.275,0.3475,0.2915,0.00505,0.02543
2.275,0.3565,0.2836,0.003101,0.02548
2.275,0.3655,0.2734,0.003936,0.02595
2.275,0.3745,0.2641,0.002412,0.02302
2.275,0.3835,0.2619,0.002464,0.02166
2.275,0.3925,0.2497,0.002468,0.01961
2.275,0.4015,0.2444,0.002482,0.01825
2.275,0.4105,0.2363,0.002502,0.01721
2.275,0.4195,0.2282,0.002524,0.01635
2.275,0.4285,0.2249,0.002546,0.0157
2.275,0.4375,0.2232,0.002596,0.0143
2.275,0.4465,0.2142,0.00261,0.01382
2.275,0.4555,0.2104,0.002714,0.01237
2.275,0.4645,0.2001,0.002735,0.01168
2.275,0.4735,0.1886,0.002726,0.01032
2.275,0.4825,0.1884,0.002751,0.01005
2.275,0.4915,0.1832,0.002769,0.009538
2.275,0.5005,0.1834,0.002826,0.0102
2.275,0.5095,0.197,0.003039,0.01298
2.275,0.5185,0.2061,0.003196,0.01221
2.275,0.5275,0.2077,0.003446,0.01011
2.275,0.5365,0.1845,0.003231,0.009552
2.275,0.5455,0.1689,0.003174,0.01004
2.275,0.5545,0.1486,0.003066,0.00752
2.275,0.5635,0.1345,0.002974,0.006153
2.275,0.5725,0.1255,0.002942,0.005445
2.275,0.5815,0.1238,0.002967,0.006394
2.275,0.5905,0.1322,0.003172,0.006973
2.275,0.5995,0.141,0.003453,0.009019
2.275,0.6085,0.1515,0.00385,0.01062
2.275,0.6175,0.1707,0.004393,0.007654
2.275,0.6265,0.156,0.004119,0.01068
2.275,0.6355,0.1231,0.003474,0.009919
2.275,0.6445,0.1035,0.003186,0.006776
2.275,0.6535,0.09344,0.003118,0.00489
2.275,0.6625,0.07916,0.002917,0.003519
2.275,0.6715,0.08277,0.003085,0.003377
2.275,0.6805,0.07598,0.00285,0.002875
2.275,0.6895,0.08138,0.003042,0.003008
2.275,0.6985,0.06761,0.002835,0.002471
2.275,0.7075,0.0681,0.002883,0.003453
2.275,0.7165,0.06961,0.002901,0.00252
2.275,0.7255,0.06399,0.002855,0.002763
2.275,0.7345,0.06478,0.002852,0.003404
2.275,0.7435,0.06128,0.002879,0.003183
2.275,0.7525,0.06746,0.003042,0.003426
2.275,0.7615,0.07172,0.003296,0.004052
2.275,0.7705,0.07699,0.003592,0.004422
2.275,0.7795,0.07703,0.003595,0.003814
2.275,0.7885,0.08183,0.003973,0.003539
2.275,0.7975,0.06881,0.0035,0.006056
2.275,0.8065,0.04863,0.002838,0.007108
2.275,0.8155,0.04441,0.002725,0.007801
2.275,0.8245,0.03178,0.002116,0.004899
2.275,0.8335,0.02385,0.001661,0.003982
2.275,0.8425,0.0199,0.001591,0.002827
2.275,0.8515,0.01443,0.001339,0.002263
2.275,0.8605,0.01036,0.0009075,0.002118
2.275,0.8695,0.007183,0.0007673,0.001716
2.275,0.8785,0.005332,0.0007432,0.000231
2.275,0.8875,0.001326,0.0002111,0.00003006
2.325,0.3565,0.2755,0.00507,0.02437
2.325,0.3655,0.2765,0.003164,0.02491
2.325,0.3745,0.2668,0.005195,0.02575
2.325,0.3835,0.2541,0.002463,0.02232
2.325,0.3925,0.2491,0.002458,0.02068
2.325,0.4015,0.2466,0.002528,0.01963
2.325,0.4105,0.2369,0.002528,0.0181
2.325,0.4195,0.2317,0.002531,0.0172
2.325,0.4285,0.2256,0.002582,0.01648
2.325,0.4375,0.2233,0.002612,0.01558
2.325,0.4465,0.2127,0.002596,0.01383
2.325,0.4555,0.207,0.002598,0.01274
2.325,0.4645,0.1992,0.002634,0.01176
2.325,0.4735,0.194,0.002681,0.01129
2.325,0.4825,0.1921,0.002788,0.01078
2.325,0.4915,0.1775,0.002711,0.009786
2.325,0.5005,0.1738,0.002775,0.009561
2.325,0.5095,0.1806,0.002876,0.01084
2.325,0.5185,0.1993,0.003149,0.01314
2.325,0.5275,0.202,0.003227,0.01132
2.325,0.5365,0.1981,0.003211,0.009919
2.325,0.5455,0.1837,0.003147,0.01086
2.325,0.5545,0.1494,0.00285,0.008647
2.325,0.5635,0.1349,0.002862,0.006698
2.325,0.5725,0.12,0.002711,0.005488
2.325,0.5815,0.1177,0.002795,0.005215
2.325,0.5905,0.1215,0.002937,0.00642
2.325,0.5995,0.1339,0.0032,0.007641
2.325,0.6085,0.1481,0.003415,0.0103
2.325,0.6175,0.1563,0.003249,0.01017
2.325,0.6265,0.1646,0.004081,0.007344
2.325,0.6355,0.1375,0.00369,0.01123
2.325,0.6445,0.1066,0.003328,0.008033
2.325,0.6535,0.09706,0.003164,0.00581
2.325,0.6625,0.08217,0.002998,0.004052
2.325,0.6715,0.07442,0.002715,0.003227
2.325,0.6805,0.07816,0.002933,0.003146
2.325,0.6895,0.07421,0.00294,0.002851
2.325,0.6985,0.06092,0.002607,0.002248
2.325,0.7075,0.06909,0.00287,0.002746
2.325,0.7165,0.07073,0.003024,0.003232
2.325,0.7255,0.05946,0.002732,0.002222
2.325,0.7345,0.06163,0.002872,0.003057
2.325,0.7435,0.06574,0.002944,0.003502
2.325,0.7525,0.06175,0.002968,0.003117
2.325,0.7615,0.0675,0.003075,0.00362
2.325,0.7705,0.06909,0.003121,0.004002
2.325,0.7795,0.08193,0.004712,0.004488
2.325,0.7885,0.07743,0.003564,0.003423
2.325,0.7975,0.06859,0.003487,0.004576
2.325,0.8065,0.06334,0.003326,0.008008
2.325,0.8155,0.04452,0.002588,0.007634
2.325,0.8245,0.03341,0.002362,0.005453
2.325,0.8335,0.0302,0.002108,0.004874
2.325,0.8425,0.01788,0.001712,0.002646
2.325,0.8515,0.0154,0.001443,0.002318
2.325,0.8605,0.009091,0.001125,0.001747
2.325,0.8695,0.01003,0.001027,0.002243
2.325,0.8785,0.007703,0.0009688,0.00028
2.325,0.8875,0.002802,0.000405,0.00007883
2.375,0.3655,0.2811,0.003513,0.0277
2.375,0.3745,0.2672,0.003198,0.02413
2.375,0.3835,0.2735,0.008536,0.02706
2.375,0.3925,0.2531,0.00258,0.02243
2.375,0.4015,0.2431,0.002495,0.02044
2.375,0.4105,0.2355,0.002567,0.01906
2.375,0.4195,0.228,0.002529,0.01781
2.375,0.4285,0.2172,0.002515,0.0164
2.375,0.4375,0.2155,0.002579,0.01611
2.375,0.4465,0.2138,0.002609,0.0148
2.375,0.4555,0.2074,0.002634,0.01445
2.375,0.4645,0.199,0.002612,0.01244
2.375,0.4735,0.1942,0.002653,0.01186
2.375,0.4825,0.1829,0.002606,0.0107
2.375,0.4915,0.1764,0.002619,0.01
2.375,0.5005,0.1745,0.002702,0.009727
2.375,0.5095,0.1728,0.002763,0.009973
2.375,0.5185,0.1794,0.002931,0.01179
2.375,0.5275,0.1965,0.003181,0.01238
2.375,0.5365,0.1902,0.00321,0.009986
2.375,0.5455,0.1854,0.003185,0.009922
2.375,0.5545,0.1625,0.002958,0.01014
2.375,0.5635,0.1501,0.00288,0.008194
2.375,0.5725,0.1304,0.002723,0.006392
2.375,0.5815,0.1202,0.002698,0.005558
2.375,0.5905,0.1124,0.002657,0.005936
2.375,0.5995,0.1175,0.002857,0.006305
2.375,0.6085,0.1304,0.003203,0.008256
2.375,0.6175,0.1397,0.003353,0.01001
2.375,0.6265,0.1518,0.003715,0.007849
2.375,0.6355,0.1352,0.003492,0.009028
2.375,0.6445,0.1206,0.003234,0.01006
2.375,0.6535,0.1004,0.00303,0.006895
2.375,0.6625,0.09079,0.002869,0.005065
2.375,0.6715,0.0763,0.002638,0.003638
2.375,0.6805,0.06926,0.002654,0.002985
2.375,0.6895,0.07255,0.002821,0.002922
2.375,0.6985,0.06708,0.002774,0.002658
2.375,0.7075,0.06219,0.002642,0.00242
2.375,0.7165,0.06155,0.002651,0.003291
2.375,0.7255,0.06101,0.002607,0.002314
2.375,0.7345,0.06443,0.003019,0.002898
2.375,0.7435,0.05651,0.002577,0.00296
2.375,0.7525,0.06028,0.002752,0.003208
2.375,0.7615,0.06275,0.0031,0.003206
2.375,0.7705,0.06261,0.002974,0.003551
2.375,0.7795,0.06804,0.003193,0.003881
2.375,0.7885,0.0702,0.003381,0.00351
2.375,0.7975,0.06731,0.003423,0.003454
2.375,0.8065,0.06472,0.003284,0.006698
2.375,0.8155,0.05189,0.002902,0.008316
2.375,0.8245,0.03174,0.00203,0.005412
2.375,0.8335,0.02831,0.001913,0.004474
2.375,0.8425,0.01985,0.001644,0.003107
2.375,0.8515,0.01496,0.001254,0.002221
2.375,0.8605,0.01103,0.001004,0.00194
2.375,0.8695,0.009324,0.0009447,0.001992
2.375,0.8785,0.005643,0.0008559,0.001636
2.375,0.8875,0.003893,0.0004793,0.0001188
2.425,0.3925,0.2449,0.003283,0.02096
2.425,0.4015,0.24,0.002704,0.02155
2.425,0.4105,0.2382,0.002521,0.0202
2.425,0.4195,0.2324,0.00258,0.01899
2.425,0.4285,0.2246,0.002603,0.01772
2.425,0.4375,0.2173,0.002613,0.01676
2.425,0.4465,0.2108,0.002593,0.01567
2.425,0.4555,0.2099,0.002668,0.01445
2.425,0.4645,0.2067,0.00271,0.01365
2.425,0.4735,0.199,0.002666,0.01271
2.425,0.4825,0.1804,0.002616,0.01139
2.425,0.4915,0.1814,0.002638,0.01081
2.425,0.5005,0.1738,0.002642,0.01018
2.425,0.5095,0.1706,0.002639,0.009937
2.425,0.5185,0.1731,0.002814,0.01065
2.425,0.5275,0.183,0.003051,0.01307
2.425,0.5365,0.199,0.003266,0.01201
2.425,0.5455,0.1891,0.003267,0.009869
2.425,0.5545,0.1737,0.003116,0.01054
2.425,0.5635,0.1548,0.00295,0.009639
2.425,0.5725,0.131,0.002711,0.006964
2.425,0.5815,0.121,0.002632,0.005966
2.425,0.5905,0.1183,0.002626,0.005687
2.425,0.5995,0.1132,0.002687,0.006315
2.425,0.6085,0.1154,0.002784,0.00666
2.425,0.6175,0.1257,0.003014,0.00872
2.425,0.6265,0.1482,0.003548,0.0099
2.425,0.6355,0.1528,0.003777,0.006972
2.425,0.6445,0.1246,0.003285,0.01026
2.425,0.6535,0.1122,0.003176,0.008734
2.425,0.6625,0.0889,0.002814,0.005565
2.425,0.6715,0.08641,0.002873,0.004527
2.425,0.6805,0.07014,0.002603,0.003237
2.425,0.6895,0.07112,0.00261,0.003062
2.425,0.6985,0.06509,0.002637,0.002717
2.425,0.7075,0.06664,0.002681,0.002658
2.425,0.7165,0.06155,0.00259,0.002698
