# Q2,x,F2,stat.,syst.
2.925,0.8785,0.01123,0.001017,0.001709
2.925,0.8875,0.006774,0.0007381,0.001269
2.925,0.8965,0.004796,0.0005186,0.001211
2.925,0.9055,0.001697,0.0003384,0.00007095
2.975,0.4465,0.2039,0.01205,0.02227
2.975,0.4555,0.2052,0.006081,0.0207
2.975,0.4645,0.1999,0.006277,0.01925
2.975,0.4735,0.1923,0.006588,0.01789
2.975,0.4825,0.1894,0.005175,0.01903
2.975,0.4915,0.175,0.003787,0.01653
2.975,0.5005,0.1686,0.003606,0.015
2.975,0.5095,0.1598,0.003612,0.01377
2.975,0.5185,0.1721,0.00458,0.01603
2.975,0.5275,0.1559,0.002879,0.01355
2.975,0.5365,0.1473,0.00276,0.01229
2.975,0.5455,0.1371,0.002653,0.01102
2.975,0.5545,0.1354,0.002712,0.01081
2.975,0.5635,0.1306,0.002709,0.01045
2.975,0.5725,0.1324,0.00281,0.01079
2.975,0.5815,0.1367,0.002952,0.01162
2.975,0.5905,0.1447,0.003099,0.01078
2.975,0.5995,0.1363,0.002957,0.009748
2.975,0.6085,0.123,0.002819,0.01015
2.975,0.6175,0.1068,0.002613,0.007617
2.975,0.6265,0.0939,0.002453,0.006965
2.975,0.6355,0.09063,0.002445,0.005887
2.975,0.6445,0.08624,0.002419,0.00657
2.975,0.6535,0.09056,0.002573,0.006295
2.975,0.6625,0.08953,0.00259,0.006974
2.975,0.6715,0.1046,0.002932,0.008415
2.975,0.6805,0.1105,0.003155,0.006814
2.975,0.6895,0.1004,0.002913,0.009397
2.975,0.6985,0.07987,0.002593,0.006964
2.975,0.7075,0.07369,0.002481,0.005268
2.975,0.7165,0.05677,0.002168,0.003558
2.975,0.7255,0.05596,0.00217,0.003338
2.975,0.7345,0.05237,0.002099,0.003001
2.975,0.7435,0.04766,0.002098,0.002627
2.975,0.7525,0.04703,0.002052,0.002635
2.975,0.7615,0.03978,0.00186,0.002789
2.975,0.7705,0.04313,0.001977,0.00225
2.975,0.7795,0.04419,0.002005,0.002496
2.975,0.7885,0.03882,0.001935,0.002245
2.975,0.7975,0.0418,0.00199,0.002301
2.975,0.8065,0.04089,0.002123,0.002482
2.975,0.8155,0.04818,0.002294,0.003206
2.975,0.8245,0.05254,0.002523,0.003414
2.975,0.8335,0.03799,0.002162,0.002633
2.975,0.8425,0.041,0.00228,0.0054
2.975,0.8515,0.02604,0.001668,0.004517
2.975,0.8605,0.02195,0.001598,0.003542
2.975,0.8695,0.01209,0.001098,0.001806
2.975,0.8785,0.01116,0.0009859,0.00165
2.975,0.8875,0.007436,0.0007833,0.001332
2.975,0.8965,0.004667,0.0005534,0.001087
2.975,0.9055,0.003055,0.0004925,0.0001381
3.025,0.4735,0.1932,0.006243,0.01892
3.025,0.4825,0.1799,0.006526,0.01676
3.025,0.4915,0.1823,0.006265,0.01819
3.025,0.5005,0.1688,0.003934,0.01625
3.025,0.5095,0.1628,0.003665,0.01439
3.025,0.5185,0.1589,0.003609,0.0145
3.025,0.5275,0.15,0.003706,0.01241
3.025,0.5365,0.1458,0.003035,0.01329
3.025,0.5455,0.1389,0.002733,0.01173
3.025,0.5545,0.1355,0.002741,0.01105
3.025,0.5635,0.1274,0.002703,0.01028
3.025,0.5725,0.1293,0.002771,0.01101
3.025,0.5815,0.1365,0.002902,0.01216
3.025,0.5905,0.1435,0.003065,0.01159
3.025,0.5995,0.1412,0.003089,0.01048
3.025,0.6085,0.1272,0.002917,0.01041
3.025,0.6175,0.1039,0.002645,0.008082
3.025,0.6265,0.09398,0.002488,0.00681
3.025,0.6355,0.08985,0.002508,0.006735
3.025,0.6445,0.08471,0.0024,0.005556
3.025,0.6535,0.08042,0.002399,0.005628
3.025,0.6625,0.09445,0.002712,0.00709
3.025,0.6715,0.09544,0.002872,0.007928
3.025,0.6805,0.1143,0.003259,0.008295
3.025,0.6895,0.1014,0.003025,0.008408
3.025,0.6985,0.08578,0.002698,0.008134
3.025,0.7075,0.06842,0.002362,0.005361
3.025,0.7165,0.06395,0.002303,0.004345
3.025,0.7255,0.05076,0.002069,0.003372
3.025,0.7345,0.04867,0.002037,0.002867
3.025,0.7435,0.04786,0.002147,0.002739
3.025,0.7525,0.04507,0.002001,0.002462
3.025,0.7615,0.04261,0.001945,0.003078
3.025,0.7705,0.03972,0.001863,0.002163
3.025,0.7795,0.04208,0.001958,0.002378
3.025,0.7885,0.0398,0.001882,0.002343
3.025,0.7975,0.03966,0.001953,0.00225
3.025,0.8065,0.04224,0.002103,0.002686
3.025,0.8155,0.04118,0.002159,0.00265
3.025,0.8245,0.04108,0.002249,0.002757
3.025,0.8335,0.04125,0.002284,0.002637
3.025,0.8425,0.03494,0.002129,0.004024
3.025,0.8515,0.02824,0.001767,0.004827
3.025,0.8605,0.01912,0.001382,0.003221
3.025,0.8695,0.0149,0.001129,0.002326
3.025,0.8785,0.0102,0.0009424,0.001489
3.025,0.8875,0.007546,0.0007565,0.001292
3.025,0.8965,0.004828,0.0005538,0.001059
3.025,0.9055,0.00265,0.0004662,0.0002052
3.025,0.9145,0.0005674,0.0001154,0.00002461
3.075,0.4645,0.2102,0.01616,0.02418
3.075,0.4735,0.1853,0.006412,0.01899
3.075,0.4825,0.1807,0.006052,0.01749
3.075,0.4915,0.1745,0.006556,0.01666
3.075,0.5005,0.1863,0.009419,0.01978
3.075,0.5095,0.157,0.004021,0.01483
3.075,0.5185,0.1602,0.00379,0.01486
3.075,0.5275,0.1551,0.003662,0.01338
3.075,0.5365,0.1486,0.003729,0.01234
3.075,0.5455,0.1394,0.00333,0.01274
3.075,0.5545,0.1324,0.002784,0.0115
3.075,0.5635,0.1282,0.002707,0.01068
3.075,0.5725,0.1256,0.002682,0.01079
3.075,0.5815,0.1245,0.002734,0.01084
3.075,0.5905,0.1404,0.003097,0.01218
3.075,0.5995,0.1382,0.003108,0.01054
3.075,0.6085,0.132,0.003004,0.01002
3.075,0.6175,0.1147,0.002791,0.009708
3.075,0.6265,0.1005,0.002669,0.007496
3.075,0.6355,0.08711,0.002449,0.007085
3.075,0.6445,0.08016,0.002386,0.005465
3.075,0.6535,0.07646,0.002364,0.006257
3.075,0.6625,0.07618,0.002353,0.00543
3.075,0.6715,0.09284,0.002692,0.007561
3.075,0.6805,0.1041,0.003006,0.008417
3.075,0.6895,0.1015,0.003055,0.007136
3.075,0.6985,0.08275,0.00269,0.008002
3.075,0.7075,0.07274,0.002483,0.006127
3.075,0.7165,0.05959,0.00222,0.004305
3.075,0.7255,0.05691,0.002206,0.003773
3.075,0.7345,0.05343,0.002195,0.003232
3.075,0.7435,0.04657,0.002088,0.002763
3.075,0.7525,0.04583,0.002051,0.002676
3.075,0.7615,0.04261,0.002021,0.002844
3.075,0.7705,0.04122,0.001943,0.002627
3.075,0.7795,0.03985,0.00198,0.002199
3.075,0.7885,0.03614,0.001868,0.002114
3.075,0.7975,0.03864,0.002007,0.002232
3.075,0.8065,0.03722,0.001891,0.002398
3.075,0.8155,0.04122,0.002132,0.002634
3.075,0.8245,0.04177,0.00228,0.003034
3.075,0.8335,0.04492,0.00317,0.002807
3.075,0.8425,0.03672,0.002073,0.003663
3.075,0.8515,0.0293,0.001867,0.004892
3.075,0.8605,0.0202,0.00145,0.003532
3.075,0.8695,0.01351,0.001122,0.002135
3.075,0.8785,0.01022,0.0009717,0.001475
3.075,0.8875,0.007554,0.0007754,0.001235
3.075,0.8965,0.006043,0.0006726,0.001249
3.075,0.9055,0.005231,0.0006796,0.0004371
3.075,0.9145,0.00096,0.0001482,0.0000401
3.125,0.4735,0.2076,0.01924,0.02332
3.125,0.4825,0.1935,0.006863,0.01997
3.125,0.4915,0.1682,0.006004,0.0163
3.125,0.5005,0.1814,0.006648,0.01739
3.125,0.5095,0.1687,0.006778,0.01565
3.125,0.5185,0.153,0.004252,0.01469
3.125,0.5275,0.158,0.003903,0.01504
3.125,0.5365,0.1473,0.003719,0.01268
3.125,0.5455,0.1379,0.003625,0.01173
3.125,0.5545,0.1421,0.004571,0.0134
3.125,0.5635,0.1264,0.002842,0.01127
3.125,0.5725,0.1227,0.002755,0.01048
3.125,0.5815,0.1276,0.00282,0.01138
3.125,0.5905,0.129,0.002908,0.01192
3.125,0.5995,0.1358,0.003044,0.01121
3.125,0.6085,0.1327,0.003105,0.01046
3.125,0.6175,0.113,0.002813,0.009982
3.125,0.6265,0.1052,0.002716,0.008392
3.125,0.6355,0.08873,0.002481,0.007585
3.125,0.6445,0.08322,0.002405,0.006134
3.125,0.6535,0.08164,0.002442,0.006221
3.125,0.6625,0.08087,0.002458,0.005876
3.125,0.6715,0.09168,0.002672,0.00726
3.125,0.6805,0.0945,0.002856,0.008022
3.125,0.6895,0.1043,0.003099,0.007464
3.125,0.6985,0.09687,0.003009,0.008943
3.125,0.7075,0.07284,0.002506,0.006772
3.125,0.7165,0.06079,0.002309,0.005632
3.125,0.7255,0.05402,0.0022,0.003686
3.125,0.7345,0.04548,0.002048,0.002913
3.125,0.7435,0.04776,0.002129,0.002872
3.125,0.7525,0.0462,0.002033,0.002743
3.125,0.7615,0.04332,0.002054,0.002551
3.125,0.7705,0.04211,0.002062,0.003097
3.125,0.7795,0.03962,0.001969,0.002268
3.125,0.7885,0.03748,0.001854,0.002212
3.125,0.7975,0.04113,0.002077,0.002511
3.125,0.8065,0.03525,0.001925,0.002158
3.125,0.8155,0.04271,0.002153,0.002777
3.125,0.8245,0.03776,0.002085,0.002764
3.125,0.8335,0.03767,0.002147,0.002535
3.125,0.8425,0.0369,0.002155,0.003163
3.125,0.8515,0.02738,0.00179,0.00417
3.125,0.8605,0.02531,0.001559,0.004433
3.125,0.8695,0.01468,0.001155,0.002378
3.125,0.8785,0.009753,0.001036,0.0014
3.125,0.8875,0.01054,0.001392,0.00169
3.125,0.8965,0.005213,0.0006079,0.001019
3.125,0.9055,0.002019,0.0003851,0.0006077
3.125,0.9145,0.0009825,0.0001776,0.00003159
3.175,0.4825,0.1908,0.02257,0.02221
3.175,0.4915,0.1815,0.007009,0.01896
3.175,0.5005,0.1582,0.005947,0.01556
3.175,0.5095,0.1556,0.006202,0.01516
3.175,0.5185,0.1513,0.006511,0.01371
3.175,0.5275,0.1425,0.004547,0.01506
3.175,0.5365,0.1453,0.003853,0.01328
3.175,0.5455,0.1371,0.00376,0.01198
3.175,0.5545,0.1321,0.003582,0.01118
3.175,0.5635,0.1244,0.003587,0.01046
3.175,0.5725,0.132,0.003072,0.01216
3.175,0.5815,0.1212,0.002769,0.01119
3.175,0.5905,0.1253,0.002947,0.01189
3.175,0.5995,0.1358,0.003144,0.01206
3.175,0.6085,0.1284,0.003002,0.01023
3.175,0.6175,0.1238,0.002985,0.01008
3.175,0.6265,0.1105,0.002822,0.009419
3.175,0.6355,0.09319,0.002587,0.0071
3.175,0.6445,0.08014,0.002492,0.00749
3.175,0.6535,0.07801,0.002402,0.005515
3.175,0.6625,0.0762,0.002438,0.006261
3.175,0.6715,0.08133,0.002603,0.00627
3.175,0.6805,0.0867,0.002677,0.007477
3.175,0.6895,0.0897,0.002891,0.007154
3.175,0.6985,0.09831,0.003025,0.008019
3.175,0.7075,0.07658,0.002585,0.007444
3.175,0.7165,0.05999,0.002264,0.005093
3.175,0.7255,0.05162,0.00211,0.003734
3.175,0.7345,0.05116,0.002112,0.003769
3.175,0.7435,0.04947,0.002147,0.003128
3.175,0.7525,0.04539,0.002109,0.002848
3.175,0.7615,0.0398,0.001972,0.002403
3.175,0.7705,0.03817,0.001938,0.002965
3.175,0.7795,0.04096,0.002077,0.002453
3.175,0.7885,0.03753,0.001996,0.002131
3.175,0.7975,0.03586,0.001903,0.002152
3.175,0.8065,0.03749,0.002029,0.002302
3.175,0.8155,0.03901,0.002074,0.002603
3.175,0.8245,0.0382,0.002153,0.002732
3.175,0.8335,0.04223,0.002425,0.003093
3.175,0.8425,0.03973,0.002243,0.002936
3.175,0.8515,0.0303,0.001856,0.004134
3.175,0.8605,0.02063,0.001577,0.003594
3.175,0.8695,0.01587,0.001231,0.002635
3.175,0.8785,0.01108,0.0009497,0.001574
3.175,0.8875,0.008691,0.0007689,0.001329
3.175,0.8965,0.004941,0.0007493,0.0009284
3.175,0.9055,0.002786,0.0005544,0.0007786
3.175,0.9145,0.001003,0.0001666,0.00002866
3.225,0.5005,0.1728,0.007365,0.0182
3.225,0.5095,0.1615,0.00615,0.01646
3.225,0.5185,0.1513,0.006073,0.01459
3.225,0.5275,0.15,0.006691,0.01361
3.225,0.5365,0.1431,0.005597,0.01498
3.225,0.5455,0.1419,0.003967,0.01313
3.225,0.5545,0.1287,0.003726,0.01151
3.225,0.5635,0.1246,0.003575,0.01065
3.225,0.5725,0.1181,0.003453,0.009999
3.225,0.5815,0.1167,0.003611,0.009898
3.225,0.5905,0.1267,0.002931,0.0123
3.225,0.5995,0.1224,0.002932,0.01188
3.225,0.6085,0.1325,0.003154,0.0114
3.225,0.6175,0.1227,0.003053,0.01009
3.225,0.6265,0.1142,0.002897,0.01067
3.225,0.6355,0.0922,0.002587,0.007313
3.225,0.6445,0.08742,0.002591,0.008238
3.225,0.6535,0.07998,0.002501,0.0059
3.225,0.6625,0.07747,0.002458,0.00718
3.225,0.6715,0.08019,0.00255,0.00617
3.225,0.6805,0.07904,0.002583,0.006709
3.225,0.6895,0.09196,0.002958,0.007946
3.225,0.6985,0.09185,0.002977,0.006723
3.225,0.7075,0.08235,0.002714,0.008123
3.225,0.7165,0.06775,0.002464,0.006165
3.225,0.7255,0.05861,0.002245,0.004945
3.225,0.7345,0.05337,0.002106,0.003735
3.225,0.7435,0.04447,0.002043,0.002957
3.225,0.7525,0.04793,0.002179,0.002985
3.225,0.7615,0.04363,0.002008,0.002765
3.225,0.7705,0.03227,0.001824,0.002391
3.225,0.7795,0.03808,0.001963,0.002548
3.225,0.7885,0.03802,0.002025,0.00228
3.225,0.7975,0.03424,0.001945,0.002188
3.225,0.8065,0.0344,0.002052,0.002112
3.225,0.8155,0.03092,0.00182,0.002172
3.225,0.8245,0.03568,0.002011,0.00244
3.225,0.8335,0.04096,0.00219,0.003193
3.225,0.8425,0.03525,0.002221,0.002439
3.225,0.8515,0.02689,0.001771,0.003273
3.225,0.8605,0.02233,0.001573,0.003857
3.225,0.8695,0.0171,0.001337,0.00283
3.225,0.8785,0.009582,0.0009576,0.00144
3.225,0.8875,0.01004,0.0009407,0.001502
3.225,0.8965,0.0057,0.0006663,0.001034
3.225,0.9055,0.004118,0.0006941,0.001078
3.275,0.5095,0.1619,0.007834,0.0174
3.275,0.5185,0.1585,0.006081,0.01599
3.275,0.5275,0.1516,0.006244,0.01432
3.275,0.5365,0.1453,0.006533,0.01489
3.275,0.5455,0.1388,0.006636,0.01222
3.275,0.5545,0.1324,0.003993,0.01276
3.275,0.5635,0.1214,0.003752,0.01075
3.275,0.5725,0.1228,0.003755,0.01072
3.275,0.5815,0.1159,0.003502,0.009677
3.275,0.5905,0.1189,0.003698,0.01083
3.275,0.5995,0.1168,0.003916,0.01076
3.275,0.6085,0.1341,0.003237,0.01224
3.275,0.6175,0.1227,0.003117,0.01035
3.275,0.6265,0.1131,0.002966,0.01011
3.275,0.6355,0.1005,0.002726,0.008761
3.275,0.6445,0.08421,0.002506,0.007188
3.275,0.6535,0.07271,0.002382,0.006834
3.275,0.6625,0.07493,0.002442,0.005564
3.275,0.6715,0.07666,0.002493,0.005862
3.275,0.6805,0.08083,0.002665,0.00661
3.275,0.6895,0.0868,0.00281,0.007768
3.275,0.6985,0.09723,0.00322,0.007732
3.275,0.7075,0.09472,0.00315,0.008598
3.275,0.7165,0.07333,0.002582,0.007162
3.275,0.7255,0.05823,0.002277,0.005481
3.275,0.7345,0.05015,0.002105,0.003694
3.275,0.7435,0.04379,0.001984,0.002993
3.275,0.7525,0.0403,0.00202,0.002658
3.275,0.7615,0.03999,0.001969,0.002783
3.275,0.7705,0.03913,0.001992,0.002645
3.275,0.7795,0.0343,0.001828,0.002617
3.275,0.7885,0.03594,0.001901,0.002214
3.275,0.7975,0.03617,0.001942,0.002268
3.275,0.8065,0.03668,0.001967,0.002228
3.275,0.8155,0.03778,0.002044,0.002867
3.275,0.8245,0.03491,0.001999,0.002392
3.275,0.8335,0.03442,0.002068,0.002745
3.275,0.8425,0.03122,0.002037,0.002131
3.275,0.8515,0.03103,0.001987,0.003327
3.275,0.8605,0.02216,0.001627,0.003775
3.275,0.8695,0.01756,0.001333,0.003057
3.275,0.8785,0.01321,0.00116,0.00201
3.275,0.8875,0.008111,0.0008613,0.001206
3.275,0.8965,0.006226,0.0007339,0.00109
3.275,0.9055,0.003998,0.0007253,0.0009993
3.325,0.5185,0.1678,0.009223,0.01913
3.325,0.5275,0.1483,0.006103,0.01495
3.325,0.5365,0.1602,0.006431,0.01512
3.325,0.5455,0.1432,0.006335,0.01319
3.325,0.5545,0.1309,0.006574,0.01178
3.325,0.5635,0.1358,0.00438,0.01347
3.325,0.5725,0.1156,0.003657,0.01054
3.325,0.5815,0.1102,0.00371,0.009672
3.325,0.5905,0.1153,0.003672,0.01037
3.325,0.5995,0.1067,0.003561,0.009812
3.325,0.6085,0.1157,0.003883,0.011
3.325,0.6175,0.1269,0.003215,0.0116
3.325,0.6265,0.1176,0.003122,0.01032
3.325,0.6355,0.1038,0.002855,0.009858
3.325,0.6445,0.08714,0.002581,0.007212
3.325,0.6535,0.07581,0.002463,0.007824
3.325,0.6625,0.06839,0.002335,0.00548
3.325,0.6715,0.07111,0.002433,0.006793
3.325,0.6805,0.07538,0.002523,0.006121
3.325,0.6895,0.07606,0.002665,0.006858
3.325,0.6985,0.0871,0.00299,0.007381
3.325,0.7075,0.0857,0.002911,0.00702
3.325,0.7165,0.07064,0.00263,0.007065
3.325,0.7255,0.06078,0.002399,0.005367
3.325,0.7345,0.04937,0.002116,0.003721
3.325,0.7435,0.04709,0.002079,0.00364
3.325,0.7525,0.04475,0.00201,0.003092
3.325,0.7615,0.03974,0.001976,0.002916
3.325,0.7705,0.04396,0.002123,0.003261
3.325,0.7795,0.04065,0.002015,0.003395
3.325,0.7885,0.03288,0.001857,0.002158
3.325,0.7975,0.03492,0.001969,0.002249
3.325,0.8065,0.03263,0.001878,0.002088
3.325,0.8155,0.03428,0.001922,0.002361
3.325,0.8245,0.03377,0.002061,0.002305
3.325,0.8335,0.03733,0.002126,0.003031
3.325,0.8425,0.0329,0.002007,0.002412
3.325,0.8515,0.02876,0.002117,0.00271
3.325,0.8605,0.02393,0.001666,0.003928
3.325,0.8695,0.01467,0.001346,0.002576
3.325,0.8785,0.01261,0.001086,0.001955
3.325,0.8875,0.008891,0.0008672,0.001299
3.325,0.8965,0.004524,0.0006212,0.0007696
3.325,0.9055,0.004133,0.0007272,0.0009825
3.375,0.5365,0.1417,0.006149,0.01436
3.375,0.5455,0.1314,0.006116,0.01408
3.375,0.5545,0.1172,0.005824,0.01087
3.375,0.5635,0.1197,0.006239,0.01083
3.375,0.5725,0.1218,0.004787,0.01234
3.375,0.5815,0.1129,0.003744,0.01055
3.375,0.5905,0.1149,0.003885,0.01046
3.375,0.5995,0.1154,0.00386,0.011
3.375,0.6085,0.1192,0.003923,0.01164
3.375,0.6175,0.1231,0.004111,0.01073
3.375,0.6265,0.13,0.004352,0.01065
3.375,0.6355,0.1087,0.002971,0.01114
3.375,0.6445,0.09282,0.002794,0.008024
3.375,0.6535,0.0826,0.002588,0.008333
3.375,0.6625,0.07392,0.002459,0.006154
3.375,0.6715,0.07373,0.002469,0.007187
3.375,0.6805,0.07149,0.002437,0.005727
3.375,0.6895,0.07487,0.002602,0.006592
3.375,0.6985,0.08267,0.002894,0.007636
3.375,0.7075,0.09156,0.003168,0.007118
3.375,0.7165,0.08039,0.002883,0.008047
3.375,0.7255,0.0643,0.00248,0.006441
3.375,0.7345,0.05347,0.002195,0.005268
3.375,0.7435,0.04508,0.002105,0.00348
3.375,0.7525,0.04764,0.002176,0.00337
3.375,0.7615,0.03693,0.00196,0.002638
3.375,0.7705,0.03871,0.001966,0.002611
3.375,0.7795,0.03768,0.002001,0.002941
3.375,0.7885,0.0312,0.001809,0.002631
3.375,0.7975,0.03106,0.001901,0.002008
3.375,0.8065,0.03452,0.001961,0.002258
3.375,0.8155,0.0304,0.00182,0.001965
3.375,0.8245,0.03513,0.002032,0.002654
3.375,0.8335,0.03253,0.002067,0.002609
3.375,0.8425,0.03345,0.002099,0.002547
3.375,0.8515,0.02802,0.001993,0.002327
3.375,0.8605,0.02573,0.0019,0.003863
3.375,0.8695,0.01942,0.001535,0.00341
3.375,0.8785,0.0117,0.001058,0.00187
3.375,0.8875,0.007912,0.0008458,0.001146
3.375,0.8965,0.005691,0.0006874,0.0009172
3.375,0.9055,0.006474,0.0009408,0.001473
3.425,0.5365,0.1675,0.01373,0.01955
3.425,0.5455,0.1616,0.006934,0.01724
3.425,0.5545,0.1409,0.00637,0.014
3.425,0.5635,0.1303,0.00615,0.01216
3.425,0.5725,0.1096,0.005943,0.009723
3.425,0.5815,0.1112,0.006579,0.01012
3.425,0.5905,0.1141,0.003852,0.01107
3.425,0.5995,0.1114,0.003853,0.01096
3.425,0.6085,0.1163,0.004084,0.01114
3.425,0.6175,0.1145,0.004069,0.01071
3.425,0.6265,0.1177,0.004073,0.009829
3.425,0.6355,0.1044,0.003866,0.009091
3.425,0.6445,0.0938,0.002821,0.009234
3.425,0.6535,0.08263,0.002603,0.007423
3.425,0.6625,0.07227,0.002456,0.008022
3.425,0.6715,0.06902,0.002419,0.005614
3.425,0.6805,0.07093,0.002457,0.00609
3.425,0.6895,0.0737,0.002564,0.006393
3.425,0.6985,0.0782,0.002764,0.007386
3.425,0.7075,0.08955,0.00317,0.007734
3.425,0.7165,0.08024,0.002902,0.007492
3.425,0.7255,0.06417,0.002518,0.006769
3.425,0.7345,0.05767,0.002402,0.006348
3.425,0.7435,0.0492,0.002221,0.004325
3.425,0.7525,0.04085,0.002042,0.002972
3.425,0.7615,0.0436,0.002174,0.003295
3.425,0.7705,0.03825,0.00196,0.003196
3.425,0.7795,0.03746,0.002018,0.003438
3.425,0.7885,0.03462,0.001948,0.002526
3.425,0.7975,0.03162,0.001872,0.002563
3.425,0.8065,0.0336,0.001907,0.002201
3.425,0.8155,0.03329,0.001957,0.002167
3.425,0.8245,0.02741,0.001777,0.002232
3.425,0.8335,0.03391,0.002054,0.002577
3.425,0.8425,0.03441,0.002164,0.002875
3.425,0.8515,0.0351,0.002277,0.002666
3.425,0.8605,0.02732,0.001907,0.003771
3.425,0.8695,0.02,0.001542,0.003497
3.425,0.8785,0.01361,0.001186,0.002238
3.425,0.8875,0.01085,0.000957,0.00154
3.425,0.8965,0.006277,0.0006802,0.0009953
3.425,0.9055,0.003675,0.0004575,0.0007615
3.475,0.5545,0.1465,0.007125,0.01619
3.475,0.5635,0.1262,0.006082,0.0124
3.475,0.5725,0.1183,0.005949,0.01097
3.475,0.5815,0.1044,0.005762,0.009526
3.475,0.5905,0.1156,0.006591,0.01053
3.475,0.5995,0.09557,0.006165,0.008815
3.475,0.6085,0.108,0.003882,0.01086
3.475,0.6175,0.1103,0.004067,0.01156
3.475,0.6265,0.1091,0.004239,0.009936
3.475,0.6355,0.1057,0.003921,0.009214
3.475,0.6445,0.08699,0.003446,0.008503
3.475,0.6535,0.08301,0.003443,0.00701
3.475,0.6625,0.07491,0.002444,0.008468
3.475,0.6715,0.06769,0.002402,0.005615
3.475,0.6805,0.06695,0.002415,0.007136
3.475,0.6895,0.0701,0.002533,0.005993
3.475,0.6985,0.06755,0.002586,0.006421
3.475,0.7075,0.07575,0.002852,0.006652
3.475,0.7165,0.07437,0.002846,0.006184
3.475,0.7255,0.06907,0.002651,0.007213
3.475,0.7345,0.05812,0.002402,0.00535
3.475,0.7435,0.042,0.002015,0.003373
3.475,0.7525,0.04468,0.002076,0.003562
3.475,0.7615,0.0395,0.002031,0.003252
3.475,0.7705,0.03528,0.00194,0.003079
3.475,0.7795,0.0356,0.002039,0.003124
3.475,0.7885,0.03376,0.001922,0.002861
3.475,0.7975,0.032,0.001782,0.002746
3.475,0.8065,0.0332,0.001922,0.002217
3.475,0.8155,0.0267,0.001766,0.002255
3.475,0.8245,0.02842,0.001811,0.002334
3.475,0.8335,0.03188,0.002096,0.002401
3.475,0.8425,0.03114,0.002072,0.002779
3.475,0.8515,0.03368,0.002136,0.002461
3.475,0.8605,0.02666,0.001921,0.003351
3.475,0.8695,0.0187,0.001478,0.003256
3.475,0.8785,0.01363,0.001274,0.002337
3.475,0.8875,0.00865,0.0009607,0.001241
3.475,0.8965,0.008123,0.001199,0.001278
3.475,0.9055,0.003669,0.000678,0.0007187
3.525,0.5635,0.1363,0.007372,0.01463
3.525,0.5725,0.1328,0.006261,0.01286
3.525,0.5815,0.1123,0.005943,0.01057
3.525,0.5905,0.1063,0.005878,0.00997
3.525,0.5995,0.1076,0.00625,0.009439
3.525,0.6085,0.1028,0.006654,0.009871
3.525,0.6175,0.1198,0.004193,0.01267
3.525,0.6265,0.1079,0.004175,0.01026
3.525,0.6355,0.1089,0.004209,0.009656
3.525,0.6445,0.09821,0.003855,0.009807
3.525,0.6535,0.08266,0.003474,0.007167
3.525,0.6625,0.07042,0.003208,0.007233
3.525,0.6715,0.06453,0.003179,0.005732
3.525,0.6805,0.06194,0.002417,0.006024
3.525,0.6895,0.06299,0.002474,0.005337
3.525,0.6985,0.07412,0.002744,0.006965
3.525,0.7075,0.07877,0.002908,0.007562
3.525,0.7165,0.07639,0.002967,0.006405
3.525,0.7255,0.07353,0.002788,0.00746
3.525,0.7345,0.05679,0.002434,0.005839
3.525,0.7435,0.04749,0.002148,0.004644
3.525,0.7525,0.04454,0.002169,0.003561
3.525,0.7615,0.03616,0.002005,0.003114
3.525,0.7705,0.03839,0.002011,0.003759
3.525,0.7795,0.03783,0.002092,0.003012
3.525,0.7885,0.03193,0.001833,0.003076
3.525,0.7975,0.02994,0.00177,0.002601
3.525,0.8065,0.02977,0.001862,0.002025
3.525,0.8155,0.02838,0.001852,0.001997
3.525,0.8245,0.03071,0.001947,0.002548
3.525,0.8335,0.02558,0.001757,0.001801
3.525,0.8425,0.0365,0.002208,0.003227
3.525,0.8515,0.02495,0.001881,0.001852
3.525,0.8605,0.0284,0.001931,0.003105
3.525,0.8695,0.01772,0.001487,0.003038
3.525,0.8785,0.01078,0.001135,0.00187
3.525,0.8875,0.009445,0.0009528,0.001369
3.525,0.8965,0.00765,0.001278,0.001159
3.525,0.9055,0.006742,0.00112,0.001255
3.575,0.5815,0.1257,0.006366,0.01252
3.575,0.5905,0.1145,0.006106,0.01123
3.575,0.5995,0.1064,0.005953,0.00974
3.575,0.6085,0.1099,0.00634,0.011
3.575,0.6175,0.1076,0.006654,0.01031
3.575,0.6265,0.1081,0.007275,0.01088
3.575,0.6355,0.1028,0.004136,0.0095
3.575,0.6445,0.0961,0.003924,0.008549
3.575,0.6535,0.09011,0.00385,0.008658
3.575,0.6625,0.079,0.00362,0.007096
3.575,0.6715,0.06133,0.002951,0.007148
3.575,0.6805,0.0693,0.003334,0.005729
3.575,0.6895,0.06383,0.002461,0.005995
3.575,0.6985,0.07036,0.002684,0.00651
3.575,0.7075,0.07317,0.002791,0.007189
3.575,0.7165,0.07798,0.003026,0.007207
3.575,0.7255,0.07668,0.003026,0.007513
3.575,0.7345,0.05728,0.002491,0.006518
3.575,0.7435,0.04845,0.002199,0.0064
3.575,0.7525,0.04448,0.002162,0.004026
3.575,0.7615,0.03298,0.001807,0.002626
3.575,0.7705,0.03974,0.002096,0.00348
3.575,0.7795,0.03227,0.001925,0.00307
3.575,0.7885,0.03536,0.002015,0.003124
3.575,0.7975,0.03536,0.002175,0.002859
3.575,0.8065,0.02994,0.001876,0.002037
